PC1,PC2,Position,Player
-0.22961734527571992,-0.7551610901601171,PG,Dante Exum
0.8959591911656032,-0.12653463851630492,SF,Cody Martin
-0.32702268306122423,1.1402190824914267,PF,Christian Wood
-1.419721746770904,-0.38806155999696457,PF,Sasha Vezenkov
-1.2695961015121342,-0.5199025147311452,PG,Monte Morris
-1.421520613871269,-1.0682018310358534,PG,Devonte' Graham
-0.774625973542638,0.9384869027153957,C,Jock Landale
-1.497282644220879,0.13740358541029785,SF,Keita Bates-Diop
-1.694740262667542,1.0043891961854157,C,Damian Jones
3.3807768659686026,-1.867753764235497,PG,Jalen Brunson
3.7431730289160345,-1.423505300875221,PG,Devin Booker
3.037619151724023,-0.16878757320931084,SF,Jaylen Brown
3.7451365557018854,-1.3872945471653066,SG,Dejounte Murray
2.1275277543297304,-0.9251346047206219,SF,Mikal Bridges
5.606059917739223,0.9807729649222636,C,Domantas Sabonis
2.481379612655091,-1.4355789847257203,PG,D'Angelo Russell
2.178472898036001,2.4633813804107842,C,Myles Turner
1.4936632384415935,-0.7953584251443011,SG,Donte DiVincenzo
0.6179228338403724,-0.5558014685128225,PF,Cameron Johnson
1.3677503236808866,-0.6956364766182304,SF,Max Strus
1.7375681113618282,-1.4623002106604295,PG,Tyus Jones
-0.29082882844902325,-0.5406390932928679,SG,Malik Beasley
0.8530274367744916,-0.3644070677195942,SG,Bruce Brown
-0.31322569775543263,0.41910011123633534,C,Duop Reath
-0.3342405777244804,-0.11219513042430973,SG,Terance Mann
-1.2372710860212068,-1.3271852486010969,SG,Sam Merrill
-0.8878140598848829,-1.1895965070929682,PG,Aaron Holiday
-0.5535336306316346,0.34127203003536727,PF,Haywood Highsmith
-1.7481765849922462,-0.7544711995340521,SG,Garrison Mathews
-0.46787051263975993,2.614418988248816,C,Kevon Looney
4.6517582715250745,-1.550851039615639,SG,Donovan Mitchell
0.11893025476122636,3.6652542287177656,PF,Brandon Clarke
0.3928682289064279,-1.5262106867706953,SG,Luke Kennard
-0.6939451830729946,-0.0044053820603492675,PF,Dean Wade
-1.5714865016410107,-0.604088944532975,SG,Shake Milton
0.31952598663824205,0.4330258202271201,SF,John Konchar
-1.2457448556940616,-0.8038759527427569,PG,Jordan McLaughlin
-2.0469930536855236,-0.12053353041323277,PG,Gabe Vincent
-2.225320845796704,2.376246818104157,PF,Mamadi Diakite
4.381928368129001,-1.3868663538980575,PG,De'Aaron Fox
3.223452927400178,-1.1289129728032434,PG,Jamal Murray
3.0596913684749247,-0.5284959857388433,SF,Brandon Ingram
3.8624892220842657,1.0907973030764824,C,Bam Adebayo
1.7448384340197007,1.4656086948997094,PF,John Collins
1.2597157818178515,0.7078457406369598,C,Zach Collins
0.33208533035313315,0.6644563845574393,C,Moritz Wagner
1.0044120120836197,4.127551966684489,C,Nick Richards
-0.13372269813050885,-0.8458633626428477,PG,Payton Pritchard
-0.6153010914793937,-0.6089558704442775,SF,Sam Hauser
-0.0734535376876081,0.6428622538548989,SF,Derrick Jones Jr.
-0.15048110592740516,-0.4837340261513613,SF,Naji Marshall
0.10443484798450278,1.5856694906879767,PF,Jonathan Isaac
-0.8997939966287387,-0.5899933947939109,SF,Amir Coffey
0.37313348830565163,-0.29987074328509616,SF,Matisse Thybulle
0.40365147975377996,-0.7596609146359924,C,Drew Eubanks
-1.740972899858211,-0.767708511123757,SF,Chris Duarte
2.4610663327346742,-0.045419136796662526,PF,Lauri Markkanen
0.7629200882653345,-0.6183196837328991,SF,De'Andre Hunter
1.8988188777166197,-0.022915773212213,SF,OG Anunoby
-0.6155331452637689,0.46931730751365447,PF,Lamar Stevens
-1.126637330708343,-0.7004165665125587,SG,Landry Shamet
0.4958017888789741,-0.7116351150620155,PG,Dennis Smith Jr.
-0.07509413555385813,0.010420480065381878,C,Chimezie Metu
0.22847184862224024,-1.0465432180551864,PG,Zavier Simpson
-0.8358480721494098,1.2662948470178288,C,Thomas Bryant
-1.593575973839323,-1.3537276140043928,SF,Matt Ryan
-1.4071884312832432,0.27497321064632346,SF,Eugene Omoruyi
-0.5397396875060451,0.11977163465365967,SG,DeJon Jarreau
-0.8127925607916172,-0.5210188791608237,PG,Jeff Dowtin
-0.37839077935222876,-1.2916412660093441,SG,Dru Smith
-1.3949042813881203,-0.8261689962030738,SG,Skylar Mays
-2.110703511903233,-0.5924360210706405,SF,Svi Mykhailiuk
-1.8712032017893383,-0.9632793811414021,SG,Lindy Waters III
-1.423240091724456,2.5165093855152647,PF,Wenyen Gabriel
-2.0858597681851405,-0.19731949481515113,SF,Jalen McDaniels
-1.6971895888438118,0.08100947255156155,SG,Trevelin Queen
-2.1829369399867358,-0.5537179538974001,SG,Furkan Korkmaz
-3.377620335326047,0.27975304715813243,SG,Jerome Robinson
-3.569641192974695,1.1656006102122165,PF,Admiral Schofield
-2.608685650686019,-0.5874423660132325,SF,Braxton Key
-3.809355989735722,1.685900191807454,SG,DaQuan Jeffries
5.272093801453713,-0.6673925200403886,PG,Shai Gilgeous-Alexander
3.9847363803079925,-0.3878874506399478,PF,Jayson Tatum
2.626684306785724,-0.13913640330015228,SF,Miles Bridges
1.9293119503234661,-1.499927887088797,SG,Collin Sexton
1.2374709895995468,0.5545577438891186,SF,Michael Porter Jr.
2.7210292991037073,3.6596020849304383,C,Jarrett Allen
2.182998150236502,-1.0561209518083932,SG,Austin Reaves
1.6319705127131818,-0.9895614352285654,SG,Malik Monk
0.1583284522764104,-1.0889554634062615,SG,Gary Trent Jr.
0.2629790744352551,0.3183700569481322,PF,Rui Hachimura
1.216292568735201,0.6782039815066948,PF,P.J. Washington
1.6622324582853283,-0.32184892610147786,SF,Herbert Jones
0.5077251530184708,-0.06377838581786038,PF,Grant Williams
0.2822535986049626,0.5297995851232687,PF,Obi Toppin
0.11828794569435414,-0.3231065247811663,SG,Kevin Huerter
-0.5438394399659437,-0.6037672146941857,SG,Lonnie Walker IV
-0.01966697658080382,-0.6438049139541713,SG,Nickeil Alexander-Walker
2.306388630372855,2.330955518726392,C,Isaiah Hartenstein
-0.37941692672070293,-0.37550414821957795,SG,Aaron Wiggins
-0.9953040899636307,-0.6985133160360706,PG,Malachi Flynn
-1.6293517116581457,-0.5821453819562841,PG,Davion Mitchell
-0.8486100485656779,-0.06461082456025867,SG,Josh Okogie
5.313391659689001,-3.102291481325638,PG,Trae Young
3.365605215940234,-1.2789193795237224,SG,Desmond Bane
2.827421508966457,2.5256775410203387,C,Deandre Ayton
1.2576907522813106,-1.16851912536776,SG,De'Anthony Melton
0.30130590488950065,0.17099141494481074,PG,Markelle Fultz
-0.24484183890751113,-0.6124633397068835,PG,Jose Alvarado
-0.5658872898526272,-0.2231678240837641,SF,Jordan Nwora
-0.055436286745625354,-0.42621220219186023,PG,Jordan Goodwin
-0.27899115183549894,2.5638861824875603,C,Bruno Fernando
-0.450879480592709,1.603996713134366,PF,Xavier Tillman Sr.
-1.4433807325177002,-0.41474288294061024,PF,Isaiah Livers
-1.0474823015416448,1.5835582763580798,C,Omer Yurtseven
-1.7301894507804236,0.6425770377604579,SG,Taze Moore
-0.39266697270072115,1.4521505101630492,C,Mo Bamba
-0.5222295042978501,-2.040717111224499,PG,Jacob Gilyard
-2.6213350153069936,-0.12892909562448618,PG,Armoni Brooks
-2.311798294177961,0.12455494559071087,C,Luka Garza
-1.8463798754727387,0.5067495268577725,SF,Oshae Brissett
-1.1894991483241644,2.992419166981935,C,Marques Bolden
-1.5049848952343998,0.1440388214205673,PF,Micah Potter
-2.2031514706110045,2.419646442182188,C,Malik Williams
-2.630004529297369,0.8898751282917526,C,Harry Giles
-1.464060841744009,2.7384645574184003,PF,Mouhamadou Gueye
-2.59976599626111,0.06635027841733128,SF,Chuma Okeke
-1.875551114085606,-0.4398233353155975,SG,Trent Forrest
-1.9797448924379502,-1.537081124178618,PG,Jordan Ford
-3.191775259588567,-0.0016530704384974872,SG,D'Moi Hodge
-2.9953003291732805,-0.06358617548919801,PG,Lindell Wigginton
-2.2838762116412124,1.4069614275402973,SF,Jermaine Samuels
-2.9644423962893147,-0.6252532668040265,SG,Mason Jones
-2.061557333206674,0.09300500081844773,C,Jay Huff
-3.314263711330973,-1.8635944224275178,PG,Frank Ntilikina
6.840099312402756,-1.3061894913372072,PG,Luka Dončić
3.407751963888823,0.9211671235306989,C,Jaren Jackson Jr.
2.082814258082431,-1.6006897377998466,SG,Jordan Poole
1.380903237678125,-1.5493006480058937,SG,Immanuel Quickley
1.1534276017688783,-0.2933195501845847,SF,Keldon Johnson
0.5931186682413142,-0.21507798530253536,SF,Saddiq Bey
1.2053284259500991,0.6104530947478529,PF,Naz Reid
0.05513480998977227,-0.37926839046445276,SF,Corey Kispert
0.7132883713029693,0.14657563859453215,SF,Aaron Nesmith
1.079745792637139,-0.5448627999322743,SG,Ayo Dosunmu
2.568595642594823,4.759431794732206,C,Nic Claxton
0.39286885742232996,-0.28845136019235224,SF,Luguentz Dort
1.6146428049872623,-1.1660754885917142,PG,Tre Jones
0.6939341003062774,-1.0632327948163733,PG,Andrew Nembhard
-0.5925751243907632,-0.7189186446828756,SG,Isaiah Joe
0.491526200877652,1.96816256207249,PF,Precious Achiuwa
0.747010240512168,1.557537256256072,C,Paul Reed
0.03604621301046656,3.01320119413464,C,Goga Bitadze
-1.5678002968223579,-0.8963532523313261,SF,Troy Brown Jr.
4.1068780044655995,-0.7788189594005629,PG,Ja Morant
2.350691472222307,-1.9897863957527828,SG,Anfernee Simons
2.201271359340545,-1.396548315066311,SG,Tyler Herro
3.1019433406259447,-2.1953122391982665,PG,Darius Garland
0.8074685618866505,1.3124891061007706,C,Marvin Bagley III
0.8544197398436733,0.958704952892412,C,Wendell Carter Jr.
0.1528129398721646,-0.38450739181907234,PG,Dalano Banton
-1.0084803716858266,-0.45508336805665234,SF,Kevin Knox
-0.4461382473942226,-0.3613968841356243,PG,Javon Freeman-Liberty
-0.443430893860815,-1.1592245857635524,SG,David Duke Jr.
-1.501034881800346,0.05520176985890365,SG,Jaylen Nowell
-1.9152437915148035,2.2698640278390085,SG,Dexter Dennis
-0.4155230451926054,-0.263064775084241,SG,Keon Ellis
-0.7893421134274686,-0.6024328019818894,SF,Cam Reddish
-1.265687436427678,-0.8108998658396543,SG,Stanley Umude
-0.8543191567624598,1.0866149516713601,PF,Bol Bol
0.21747785505594425,0.56232696417125,PF,Jarred Vanderbilt
-1.3152922960718887,1.0358990543798328,SG,Jared Rhoden
-2.027606035478739,-0.9997995665123878,SG,A.J. Green
-0.10368782715987085,-0.15392638213543408,PF,Jontay Porter
-0.0671073893064345,-0.5576477689821924,PG,Ashton Hagans
-1.4710675542692717,0.49446296949244894,C,Sandro Mamukelashvili
-1.9937895511095796,0.08803915974896123,PF,Luka Šamanić
-2.110604573875959,0.09913382855671461,SG,Jules Bernard
-1.8574489483171777,-0.38558697007085224,PF,Jamal Cain
-1.656120195291668,-0.550841720411331,PG,Collin Gillespie
-2.313300449872625,-0.4392367463392608,SG,Onuralp Bitim
-2.897449107105178,-0.8902194732000144,SF,Buddy Boeheim
-2.573698719298353,0.008314089365359977,PG,Brandon Williams
-2.281755770463203,-0.02341881850167508,PG,Saben Lee
-2.3240591525918934,0.4417632806982503,SG,Jeenathan Williams
-1.685400719433119,0.12695008041425399,SF,Leaky Black
-2.098640971689996,0.5727815297001464,SF,Timmy Allen
-2.351705519245514,-1.1787147355658032,SF,Cole Swider
-3.16314075526435,1.5056461586762377,PF,Isaiah Mobley
-1.896380523789506,1.4706829175540057,C,Olivier Sarr
-2.082185515611856,-1.0148349571778141,SG,Nate Hinton
-2.509985381625588,0.38592224558473626,PF,Kobe Brown
-2.5523279532739096,0.09491851546867615,SF,Justin Minaya
-2.2527011162669703,-0.9158411451982402,SF,Jordan Miller
-2.527260312115535,-0.618948512984089,SG,Jalen Pickett
-2.2895325862340035,0.4418004897286763,PF,Terry Taylor
-3.3442460774730587,-0.6647372932613829,SG,Alondes Williams
2.947767952284212,-1.4178504179486264,PG,Tyrese Maxey
3.7756616613202927,0.3383356851769279,PF,Zion Williamson
1.885086651364228,-0.014683748898609203,SG,RJ Barrett
4.305796576763931,-1.6671959737353688,PG,Tyrese Haliburton
1.9965201116932705,-0.9862741132862441,SG,Devin Vassell
2.077423052848811,-1.295085498712563,PG,Coby White
1.2412519003647924,0.30515166650475706,SF,Keegan Murray
2.2968596743169507,0.24513862801750283,SF,Deni Avdija
0.955419714472262,-0.4777476416624058,PG,Cole Anthony
0.8017463693588764,0.9909312056229628,PF,Santi Aldama
0.42622254278223115,0.3229029307085758,SF,Jaden McDaniels
0.08303184606745642,1.3233486908150551,C,Jalen Smith
0.05923429721409591,0.1483742174982828,SF,Isaac Okoro
-0.797957557707001,-1.1432454572751996,PG,Miles McBride
-0.012103963672393758,-1.3354610240413074,PG,Marcus Sasser
0.12366392289897557,4.2004548687197545,PF,Trayce Jackson-Davis
0.35334250124833605,0.2628978928065029,PF,Toumani Camara
-0.4526213644365991,0.03430375167868384,PF,Trendon Watford
-0.5026084452038336,0.09064627756114925,SF,Kris Murray
-0.7993475888798149,0.46686836072874077,SG,Ochai Agbaji
-0.9127144474311542,3.122840951758386,C,Jaxson Hayes
-1.5502884772633312,1.0407776296446536,SF,KJ Martin
-1.474863057911003,1.0925856386562705,PF,Zeke Nnaji
0.786877201391452,-0.24056362726374406,SF,Trey Murphy III
2.9843025100823244,-1.0923007652847532,PG,Scotty Pippen Jr.
1.0323962249606349,2.152146642856986,C,Onyeka Okongwu
0.5095871107649339,-0.9861995473310415,PG,Talen Horton-Tucker
1.6304299189029217,-0.091193425684968,SG,Vince Williams Jr.
0.03696244916626367,-0.30779312290350297,SG,Josh Green
-1.1729272414044531,-0.8905156436018082,SG,Quentin Grimes
-0.5698880121308832,-1.1847100809405953,PG,Bones Hyland
0.11158185236266381,0.948893757222329,SF,Mãozinha Pereira
-0.04702999403637922,-0.7863622680858363,SG,Jared Butler
-0.2957507397374031,-0.595494221218037,PG,Vit Krejci
-0.6809715183608622,-0.0021290765595498107,PG,Craig Porter Jr.
0.0016689302754628746,1.4267197821804132,PF,Darius Bazley
-1.4965494810132298,-0.37033779573077036,PF,Jalen Wilson
-1.917075225964492,-0.4439673885207103,SG,Lester Quiñones
-1.5809464608541692,-0.04658459033583427,SF,MarJon Beauchamp
-1.6520926621216094,-0.6408059026448579,PF,Matthew Hurt
-2.6523820637547524,-0.004247420372432635,SG,James Bouknight
-1.9277479232214516,-0.1028399209209577,SF,Nassir Little
-0.13993198206539306,3.306195768980853,C,Charles Bassey
-2.3372875978090253,0.27659526092713077,SG,A.J. Lawson
-1.869148583733147,-0.0263539344820192,PF,Jeremiah Robinson-Earl
-2.333866638962608,-0.6437695931797865,SG,D.J. Carton
-1.9222346041085536,0.1849660443119272,SF,Henri Drell
-1.4672599692612294,-0.47791120434654466,C,Orlando Robinson
-2.28024790098091,-1.6277203220319278,SG,Dereon Seabron
-2.7092611088261362,-0.05936382773451709,SF,Kessler Edwards
-3.41827799167711,-0.9221497278493501,SF,Seth Lundy
-2.3146001869425468,0.07819451140546715,SF,Jacob Toppin
-3.0058698184089057,-0.8841906120660507,PF,E.J. Liddell
-3.6555882953208676,-2.1544595102331003,PF,Pete Nance
4.0601755072233905,-1.1107506694776694,SG,Anthony Edwards
3.8693905082205853,-1.7212204573098788,PG,Cade Cunningham
1.5097248489996808,-1.2385019252946,SG,Cam Thomas
4.80011380567899,0.7796173918726096,SG,Scottie Barnes
2.393863672398214,-0.37888134716546107,SF,Franz Wagner
2.5593279963098,-0.5422639054432449,PF,Jalen Williams
1.7263908026834702,-0.5405653550909666,SG,Jalen Suggs
1.023792271817423,-0.3712371989279865,SF,Jaime Jaquez Jr.
1.7256668376507929,5.016373008841116,C,Walker Kessler
-0.5206121064374462,0.16462501900766857,SG,Christian Braun
-0.3887751148086913,2.9116990150813096,C,James Wiseman
-0.47494627382511506,-0.24704993935068464,SF,Julian Champagnie
0.24378567075155086,2.1384827240289184,C,Day'Ron Sharpe
-1.0755777364724866,-0.034422742966800965,PF,David Roddy
-0.021500161966072226,3.355333549017828,C,Isaiah Jackson
5.1529169998420095,-2.373779226524174,PG,LaMelo Ball
3.0115250488722642,0.8639451204099816,SF,Jalen Johnson
3.282317490506244,2.1670547619501273,PF,Evan Mobley
0.8601705539714717,0.9600198018823747,PF,Isaiah Stewart
0.22666408154695084,-0.7509673177455102,PF,Jake LaRavia
0.7408810164334236,0.046925228744985364,PF,Patrick Williams
1.403094059820218,1.2003975405715124,PF,Tari Eason
1.1711980237188597,-1.092211877305638,PG,Tre Mann
-0.19821316339348502,-0.6433113107588232,SF,Ziaire Williams
-1.3733965464149507,-0.46463750504043055,SG,Johnny Juzang
0.5461891219394593,-0.36251242041456266,PG,Killian Hayes
-0.3679859180906185,-0.6137515749829615,SG,Jahmi'us Ramsey
-0.9866714952509196,0.5012408547293546,SF,Tosan Evbuomwan
-0.4690885638972073,0.18201313708397932,SF,Justin Champagnie
-1.912799863393897,-0.3319841502275336,SG,Ricky Council IV
-1.6940377617229814,0.09890455292533486,SF,Brandon Boston Jr.
-0.8775474231687536,0.11104449840976002,PF,Aleksej Pokusevski
-1.6287760381440763,-1.0485375187954715,SG,Ben Sheppard
-1.6587496868720215,-1.3448885138784545,PG,Théo Maledon
-2.1141342512934345,-0.33922168079287635,PG,Kira Lewis Jr.
-1.980618041155051,1.3584872348543298,PF,Greg Brown III
-1.6887923501279742,-0.011036715888732921,SG,Andre Jackson Jr.
-3.261239208377709,0.16665420183207713,PG,R.J. Hampton
3.6754241721889502,-0.2963605152274133,PF,Paolo Banchero
4.100384623103815,0.8737051928495299,C,Alperen Şengün
2.0425546176663776,-0.794446351020576,SG,Jalen Green
1.6312560061146848,-0.4641097194450692,SF,Brandon Miller
3.0579392670764554,2.82624150566125,C,Chet Holmgren
1.2945234055378956,0.47476254102607796,PF,Jonathan Kuminga
1.6455642616427408,-0.6400974409996788,SG,Jaden Ivey
0.6352713266236716,-0.7154873254628409,SF,Bennedict Mathurin
2.03989985999506,0.018887898948484274,SG,Josh Giddey
1.6630797734657503,1.5550585590737207,SF,Amen Thompson
0.13672551961095555,0.7190943061696216,SF,Jabari Walker
1.1597657428517651,1.8768984995851095,SF,Ausar Thompson
-0.5591324096659369,-0.027599403637285438,SG,Moses Moody
-1.3820758450668431,-0.9587760891253656,SG,Jordan Hawkins
-1.2655961578252868,-0.8117730451587712,SG,Jaden Hardy
-0.3629977413786865,1.4071551094924257,SF,Peyton Watson
-1.5030876903705008,-0.31859543762180964,SG,Bryce McGowens
-2.024525947364934,-0.8327507426791185,SF,Caleb Houstan
-1.0123825350854125,-0.20855092656245955,C,Jaylin Williams
-2.055044372331498,0.7283171675236196,PF,JT Thor
-1.5944445836325123,0.615867109968081,SG,Dalen Terry
-1.0068322918990456,-1.3656127052036484,SG,Keon Johnson
-1.4564623246603536,0.18446039509611648,PF,Kenneth Lofton Jr.
-2.045903955277565,-0.5289494471133227,SF,Julian Strawther
-1.3247955134852176,0.13872797389242816,SF,Patrick Baldwin Jr.
-0.8742116618926584,-0.07213353859034004,PF,Mouhamed Gueye
